Priority,AssignedToID,ProjectCode,SubCategory,HoursEstimate,HoursActual
1,26,PC2,Bug,5.0,5.0
4,42,PC2,Support,7.0,7.0
1,13,PC2,Bug,3.5,3.0
1,26,PC2,Bug,2.0,1.5
1,26,PC2,Bug,3.0,3.0
1,26,PC2,Bug,7.0,13.0
3,13,PC2,Support,0.33,0.33
4,42,PC9,Bug,3.5,2.5
1,13,PC2,Support,0.25,0.25
1,13,PC2,Support,0.25,0.25
4,42,PC2,Enhancement,1.0,0.75
5,65,PC2,Enhancement,5.0,4.75
5,65,PC2,Enhancement,1.0,1.0
5,65,PC2,Business Specification,0.5,0.5
5,65,PC2,Technical Specification,1.0,2.0
5,42,PC2,Enhancement,7.0,9.5
3,42,PC9,Enhancement,5.0,4.75
1,26,PC2,Testing,14.0,15.0
1,26,PC2,Testing,21.0,20.0
5,65,PC9,Enhancement,1.5,1.25
5,65,PC9,Enhancement,1.0,1.0
5,65,PC2,Enhancement,3.5,3.5
5,65,PC9,Bug,1.0,1.0
1,13,PC2,Bug,3.0,3.0
1,13,PC2,Bug,3.0,9.0
1,58,PC9,Bug,2.0,0.9
1,58,PC9,Enhancement,1.0,0.75
3,42,PC9,Training,2.0,1.5
3,42,PC9,Bug,1.5,1.5
3,13,PC2,Support,0.33,0.33
3,65,PC9,Bug,1.0,0.75
3,13,PC2,Support,0.33,0.33
5,65,PC9,Bug,1.0,1.0
1,26,PC2,Bug,0.5,0.5
1,13,PC2,Testing,0.5,0.5
1,13,PC2,Enhancement,0.5,0.5
3,13,PC2,Support,0.33,0.33
3,42,PC9,Enhancement,5.0,6.5
3,42,PC9,Bug,8.5,8.0
5,65,PC2,Support,7.0,2.0
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Testing,4.0,6.5
1,13,PC2,Bug,3.5,4.75
3,13,PC2,Support,0.33,0.33
1,58,PC9,Release,7.0,8.56
1,13,PC2,Enhancement,1.0,1.5
1,24,PC17,Enhancement,48.0,14.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Enhancement,0.5,0.5
1,58,PC9,Release,5.0,1.25
1,26,PC2,Bug,2.5,8.5
5,65,PC9,Bug,14.0,9.0
1,24,PC17,Enhancement,7.0,20.5
2,26,PC2,Bug,3.5,4.5
3,13,PC2,Support,0.33,0.33
1,58,PC9,Release,7.0,4.0
1,58,PC9,Bug,2.0,4.0
1,58,PC9,Enhancement,7.0,2.65
8,24,PC17,Enhancement,2.0,1.0
1,26,PC2,Bug,7.0,2.0
3,13,PC2,Support,0.33,0.33
3,42,PC2,Support,5.0,3.0
1,58,PC9,Release,2.0,4.5
5,65,PC2,Enhancement,1.0,1.0
5,65,PC2,Business Specification,2.5,1.0
5,65,PC2,Enhancement,70.0,52.75
1,13,PC2,Release,7.0,5.75
1,26,PC2,Bug,2.0,1.5
1,13,PC2,Bug,1.0,1.5
1,13,PC2,Bug,1.0,2.5
3,13,PC2,Support,0.33,0.33
1,58,PC9,Release,3.0,4.8
1,26,PC2,Bug,1.0,1.0
1,13,PC2,Bug,7.0,8.0
1,26,PC2,Bug,2.0,2.0
1,26,PC2,Bug,4.0,5.0
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Bug,3.0,2.0
1,26,PC2,Bug,1.0,1.5
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,4.0,2.5
1,58,PC9,Enhancement,0.75,2.25
1,58,PC9,Enhancement,3.0,14.25
3,24,PC2,Support,0.33,0.33
3,42,PC2,Enhancement,5.0,4.5
2,26,PC2,Bug,0.5,0.5
1,26,PC2,Testing,1.0,1.0
1,26,PC2,Bug,2.0,2.5
2,24,PC17,Enhancement,3.0,4.0
1,26,PC2,Bug,1.0,1.0
1,58,PC9,Enhancement,2.0,1.75
1,65,PC9,Bug,2.5,2.5
1,58,PC9,Release,3.5,3.0
1,24,PC17,Enhancement,48.0,25.51
1,26,PC2,Bug,3.0,2.5
1,26,PC2,Bug,1.5,1.5
1,26,PC2,Bug,1.0,1.0
1,54,PC9,Bug,7.0,1.0
2,26,PC2,Bug,2.0,1.0
3,24,PC2,Support,0.33,0.33
2,24,PC17,Enhancement,2.0,1.0
2,42,PC2,Bug,2.5,2.5
1,58,PC9,Enhancement,3.5,4.0
1,26,PC2,Bug,1.0,4.0
3,42,PC9,Bug,1.5,1.5
1,26,PC2,Bug,4.0,2.0
1,26,PC2,Bug,2.0,3.0
2,26,PC2,Enhancement,0.5,0.5
3,24,PC2,Support,0.33,0.33
1,58,PC9,Enhancement,5.0,16.55
3,26,PC2,Bug,0.5,0.5
3,24,PC2,Support,0.33,0.33
1,58,PC9,Release,5.0,5.75
1,26,PC2,Enhancement,21.0,22.25
1,58,PC9,Enhancement,1.0,1.0
1,58,PC9,Enhancement,0.5,0.5
2,26,PC2,Bug,0.5,0.5
2,65,PC9,Bug,2.0,0.25
1,24,PC17,Enhancement,2.0,2.0
1,24,PC2,Enhancement,1.0,1.0
3,24,PC2,Support,0.33,0.33
1,26,PC2,Testing,1.0,0.75
5,65,PC11,Enhancement,7.0,6.75
2,26,PC9,Enhancement,1.0,5.0
1,26,PC2,Testing,1.0,0.5
1,26,PC2,Bug,0.5,0.5
1,24,PC17,Enhancement,48.0,29.84
5,65,PC9,Bug,0.75,0.75
5,65,PC9,Bug,1.0,1.0
3,42,PC2,Support,2.5,0.5
1,58,PC9,Enhancement,2.0,6.75
1,24,PC2,Bug,0.5,1.5
6,26,PC16,Enhancement,2.0,2.0
3,24,PC2,Enhancement,1.5,1.5
1,26,PC2,Bug,2.0,1.5
2,26,PC2,Technical Specification,1.0,1.0
4,42,PC2,Support,0.33,0.33
1,58,PC9,Release,2.0,2.2
1,58,PC18,Technical Specification,1.0,1.25
1,24,PC2,Testing,7.0,1.5
5,65,PC9,Bug,5.0,3.0
5,65,PC9,Enhancement,5.0,4.5
1,24,PC2,Enhancement,0.5,0.75
3,24,PC2,Support,0.33,0.33
1,58,PC9,Release,35.0,4.0
3,24,PC2,Support,0.33,0.33
1,26,PC16,Bug,1.0,1.0
2,26,PC2,Bug,7.0,13.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,7.0,3.5
5,65,PC9,Bug,1.0,1.25
5,65,PC9,Bug,0.5,0.5
5,65,PC9,Enhancement,2.5,9.2
1,58,PC9,Enhancement,2.0,1.8
1,24,PC2,Enhancement,5.5,5.5
1,58,PC9,Bug,3.0,1.6
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,0.25,0.75
3,24,PC2,Enhancement,1.0,6.0
1,26,PC2,Bug,14.0,4.0
1,26,PC2,Bug,14.0,14.5
2,26,PC2,Bug,3.0,6.5
1,26,PC2,Bug,1.0,2.5
5,65,PC9,Enhancement,1.5,1.5
3,13,PC2,Support,0.33,0.33
3,42,PC2,Enhancement,3.5,0.5
1,13,PC2,Bug,1.0,2.75
1,58,PC9,Bug,3.5,4.95
2,26,PC2,Bug,0.5,0.5
3,13,PC2,Support,0.33,0.33
5,65,PC9,Bug,2.5,1.5
1,26,PC2,Testing,8.0,15.0
2,24,PC17,Enhancement,21.0,6.75
5,65,PC9,Bug,14.0,8.5
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,2.0,2.0
1,26,PC2,Bug,1.0,0.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,0.5,0.33
5,65,PC2,Business Specification,0.75,0.75
3,24,PC2,Release,49.0,10.67
1,13,PC2,Bug,0.5,0.5
1,13,PC2,Bug,0.5,0.25
1,24,PC2,Enhancement,1.0,1.0
3,24,PC2,Support,0.33,0.33
5,65,PC9,Enhancement,3.0,2.25
1,58,PC9,Enhancement,35.0,1.05
1,58,PC9,Bug,35.0,0.75
1,26,PC2,Bug,1.0,1.0
3,26,PC2,Bug,0.5,0.5
1,24,PC16,Enhancement,1.0,1.0
3,13,PC2,Support,0.33,0.33
2,24,PC2,Enhancement,4.0,3.0
2,65,PC9,Bug,2.5,3.25
1,54,PC9,Bug,2.0,0.1
2,24,PC2,Training,49.0,3.0
3,13,PC2,Support,0.33,0.33
5,65,PC2,Enhancement,100.0,64.75
1,54,PC14,Enhancement,1.3,1.27
1,13,PC2,Bug,0.5,0.25
2,65,PC9,Bug,2.0,0.25
3,54,PC14,Enhancement,14.0,1.87
8,54,PC9,Bug,1.0,0.5
5,65,PC9,Enhancement,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,58,PC9,Bug,3.5,0.1
5,65,PC9,Bug,4.0,3.5
5,65,PC9,Bug,1.0,0.5
5,65,PC9,Bug,3.0,3.0
5,24,PC17,Enhancement,0.5,0.5
5,65,PC9,Bug,7.0,2.5
5,65,PC2,Enhancement,4.5,2.0
3,13,PC2,Support,0.33,0.33
2,26,PC16,Bug,16.0,13.0
1,13,PC2,Bug,0.5,1.0
1,24,PC17,Enhancement,0.5,0.5
2,24,PC17,Enhancement,0.5,0.5
1,24,PC17,Enhancement,0.5,0.5
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,10.0,10.0
5,26,PC2,Bug,0.5,0.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,2.5,1.75
3,65,PC9,Bug,1.5,2.5
2,24,PC17,Enhancement,49.0,23.25
3,24,PC17,Enhancement,0.5,0.5
2,26,PC2,Bug,0.5,1.5
5,26,PC16,Bug,1.0,1.0
4,26,PC16,Enhancement,1.0,1.0
2,26,PC2,Bug,1.0,1.0
5,65,PC9,Bug,1.0,1.0
5,65,PC2,Enhancement,1.0,1.0
3,24,PC2,Support,0.33,0.5
5,65,PC9,Bug,0.5,0.5
5,65,PC2,Enhancement,1.0,1.0
5,65,PC9,Bug,2.5,2.0
3,13,PC2,Support,0.33,0.33
2,26,PC2,Bug,1.0,0.5
2,26,PC2,Bug,3.0,3.0
1,26,PC2,Bug,2.0,2.0
4,26,PC2,Bug,1.5,2.5
2,26,PC2,Testing,7.5,7.5
1,26,PC2,Bug,1.0,1.0
1,26,PC16,Bug,1.0,1.0
1,26,PC2,Bug,0.5,0.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Testing,14.0,17.5
5,65,PC9,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,7.0,8.0
3,13,PC2,Support,0.33,0.33
5,65,PC9,Bug,1.25,1.25
2,26,PC2,Bug,3.5,2.5
4,26,PC2,Bug,2.0,1.5
1,26,PC2,Bug,0.5,0.5
3,26,PC2,Bug,1.0,0.5
5,65,PC9,Bug,2.5,2.5
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,7.5,2.0
5,65,PC9,Bug,0.5,0.5
3,13,PC2,Support,0.33,0.33
2,24,PC17,Release,1.5,1.5
1,13,PC2,Testing,1.0,10.0
5,65,PC9,Bug,2.5,2.0
1,13,PC2,Testing,14.0,13.5
1,26,PC2,Bug,3.0,3.0
4,26,PC2,Testing,4.0,4.0
5,65,PC9,Bug,3.0,1.0
5,65,PC9,Bug,2.5,2.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,2.0,2.0
3,26,PC2,Bug,2.0,1.5
2,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,1.0,1.0
5,65,PC9,Bug,1.5,0.75
1,26,PC2,Bug,2.0,2.5
1,26,PC2,Bug,0.5,0.5
1,24,PC17,Enhancement,14.0,3.0
2,26,PC2,Bug,1.5,1.5
1,26,PC2,Bug,4.0,3.5
3,13,PC2,Support,0.33,0.33
5,65,PC9,Bug,1.0,1.0
1,24,PC17,Enhancement,3.0,3.0
1,13,PC2,Testing,1.0,2.0
2,26,PC2,Testing,3.0,2.0
1,26,PC2,Bug,3.0,3.0
5,65,PC9,Bug,10.0,13.0
2,26,PC2,Bug,0.5,0.5
2,24,PC2,Testing,49.0,4.0
3,13,PC2,Support,0.33,0.33
2,26,PC2,Bug,1.0,0.5
1,26,PC2,Bug,4.0,4.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,3.5,17.5
4,26,PC2,Bug,14.0,16.5
1,26,PC2,Testing,1.0,0.5
3,26,PC2,Bug,3.0,3.0
2,26,PC2,Bug,1.0,1.0
5,65,PC9,Bug,2.0,2.0
5,65,PC9,Bug,4.0,2.0
3,13,PC2,Support,0.33,0.33
2,26,PC2,Bug,0.5,0.5
1,24,PC17,Enhancement,7.0,1.0
3,13,PC2,Support,0.33,0.33
6,26,PC2,Bug,0.5,0.5
1,26,PC2,Bug,14.0,7.5
2,26,PC2,Bug,2.0,1.0
4,54,PC18,Training,1.5,1.5
1,26,PC2,Bug,0.5,0.5
3,26,PC2,Bug,1.0,1.0
1,24,PC17,Enhancement,3.0,2.0
1,26,PC2,Bug,1.0,0.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Testing,14.0,0.5
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Testing,2.0,3.0
1,26,PC2,Bug,4.0,1.0
2,26,PC2,Bug,0.5,0.5
1,26,PC2,Testing,2.5,3.5
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,2.0,2.0
1,26,PC2,Bug,0.5,0.5
3,13,PC2,Support,0.33,0.33
2,26,PC2,Bug,2.0,2.0
1,26,PC2,Bug,0.5,0.5
1,24,PC17,Support,0.5,0.5
5,65,PC9,Bug,5.0,3.75
3,13,PC2,Support,0.33,0.33
1,13,PC2,Release,7.0,7.5
1,13,PC2,Release,7.0,4.0
1,13,PC2,Release,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Release,7.0,8.0
1,13,PC2,Release,7.0,4.0
1,13,PC2,Release,1.0,0.75
4,24,PC17,Enhancement,2.0,2.0
1,24,PC17,Enhancement,0.5,0.5
1,26,PC2,Bug,4.0,3.5
1,24,PC17,Enhancement,14.0,6.0
1,26,PC2,Testing,8.0,9.5
3,13,PC2,Support,0.33,0.33
2,13,PC2,Enhancement,2.0,1.0
1,13,PC2,Release,7.0,7.0
1,13,PC2,Release,7.0,3.5
1,13,PC2,Release,1.0,0.5
1,26,PC2,Testing,7.0,4.0
5,65,PC9,Enhancement,0.75,0.75
3,26,PC2,Bug,1.5,1.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,2.0,1.5
2,26,PC2,Testing,5.0,9.5
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,1.0,1.0
2,26,PC2,Enhancement,1.5,0.5
4,26,PC2,Bug,4.0,5.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Release,7.0,11.25
1,13,PC2,Release,7.0,4.75
1,13,PC2,Release,1.0,0.75
1,26,PC2,Bug,2.5,2.5
7,24,PC17,Enhancement,4.0,4.0
3,24,PC17,Enhancement,21.0,30.5
1,26,PC2,Testing,5.0,8.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,3.5,1.0
1,13,PC2,Enhancement,3.5,47.67
1,26,PC2,Bug,3.0,3.5
2,26,PC2,Testing,1.0,1.0
1,26,PC2,Testing,3.0,0.5
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,8.0,19.5
1,13,PC2,Support,2.0,2.0
1,13,PC2,Bug,2.5,2.0
1,13,PC2,Bug,1.0,0.75
1,13,PC2,Bug,1.0,0.75
1,13,PC2,Bug,1.0,1.0
5,42,PC9,Enhancement,3.5,3.25
3,13,PC2,Support,0.33,0.33
1,54,PC9,Enhancement,200.0,20.0
3,13,PC2,Support,0.33,0.33
1,58,PC9,Release,50.0,79.26
1,26,PC2,Bug,1.0,0.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,5.0,9.25
1,26,PC2,Bug,0.5,0.5
1,13,PC2,Support,1.0,1.25
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,0.5,0.5
1,13,PC2,Enhancement,2.0,0.25
3,26,PC2,Enhancement,3.0,2.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,0.5,0.5
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,1.0,1.5
1,13,PC2,Support,0.5,0.33
1,13,PC2,Support,2.0,2.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,1.0,1.0
1,13,PC2,Support,2.0,1.5
1,13,PC2,Support,1.5,1.5
1,13,PC2,Support,0.75,0.75
1,13,PC2,Support,1.0,0.75
1,13,PC2,Enhancement,1.0,0.75
1,13,PC2,Bug,2.0,3.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Enhancement,4.0,4.0
5,65,PC9,Bug,0.75,0.75
3,13,PC2,Support,0.33,0.33
5,65,PC9,Enhancement,7.0,2.0
5,65,PC9,Bug,0.75,0.75
1,24,PC2,Enhancement,1.0,1.0
5,65,PC9,Bug,0.75,0.75
5,65,PC9,Bug,0.5,0.5
5,65,PC9,Bug,7.0,9.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,3.5,3.5
1,13,PC2,Bug,2.0,2.0
1,24,PC17,Enhancement,10.0,7.0
5,65,PC2,Enhancement,100.0,16.25
1,13,PC2,Enhancement,2.5,2.75
1,13,PC2,Bug,2.5,2.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,5.0,18.75
1,13,PC2,Support,1.0,0.25
5,24,PC17,Enhancement,21.0,3.3
1,13,PC2,Bug,5.0,1.25
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,1.0,1.0
1,58,PC9,Enhancement,3.5,3.25
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,2.0,2.0
3,26,PC2,Bug,1.0,1.0
2,26,PC2,Bug,1.0,1.0
1,58,PC9,Enhancement,35.0,54.8
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,3.0,2.0
2,26,PC2,Bug,3.0,3.0
2,26,PC2,Bug,2.5,1.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,0.5,0.5
1,13,PC2,Bug,0.5,1.0
1,13,PC2,Support,0.5,0.5
1,13,PC2,Bug,0.5,0.25
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,1.0,1.0
5,65,PC9,Bug,0.5,0.5
1,13,PC2,Business Specification,0.5,1.0
1,13,PC2,Bug,0.5,1.0
1,13,PC9,Bug,0.5,0.5
3,26,PC2,Bug,4.0,12.0
5,65,PC9,Bug,0.75,0.75
4,24,PC17,Enhancement,1.0,1.0
1,24,PC17,Enhancement,1.0,1.0
1,24,PC16,Support,0.5,0.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,2.0,3.5
1,13,PC2,Release,1.0,0.75
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Bug,0.5,0.5
1,26,PC2,Enhancement,7.5,7.5
2,24,PC17,Enhancement,2.0,3.0
3,13,PC2,Support,0.33,0.33
1,58,PC9,Bug,3.5,0.45
1,26,PC2,Bug,1.0,1.0
5,65,PC9,Bug,1.0,1.0
3,42,PC9,Enhancement,4.0,3.5
3,42,PC2,Enhancement,2.5,3.0
3,42,PC2,Enhancement,3.0,1.75
1,26,PC2,Support,1.0,1.0
1,26,PC2,Bug,1.0,1.5
1,26,PC2,Bug,7.0,12.5
1,58,PC9,Enhancement,35.0,1.75
3,42,PC9,Bug,1.0,0.75
3,42,PC2,Bug,5.0,8.25
3,13,PC2,Support,0.33,0.66
1,13,PC2,Bug,0.5,2.0
1,58,PC9,Bug,3.5,3.05
1,13,PC2,Support,3.0,12.25
1,24,PC2,Enhancement,4.0,6.25
3,26,PC2,Bug,2.0,1.0
5,26,PC2,Bug,3.0,0.5
1,54,PC18,Training,28.0,1.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,0.75
1,13,PC2,Bug,3.5,5.5
1,13,PC2,Support,0.5,0.5
3,26,PC2,Bug,5.0,1.5
1,26,PC2,Bug,7.0,2.0
4,26,PC2,Bug,4.0,4.0
1,26,PC2,Bug,4.0,3.0
1,26,PC2,Bug,1.5,1.5
2,26,PC2,Bug,1.0,0.5
2,24,PC2,Enhancement,2.0,5.0
1,26,PC2,Bug,1.0,1.0
2,26,PC2,Bug,2.0,9.0
1,58,PC2,Support,1.0,1.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,1.5,1.5
1,13,PC2,Support,3.5,5.0
1,13,PC2,Enhancement,3.5,4.25
1,26,PC2,Bug,1.0,1.0
2,26,PC2,Bug,2.0,2.0
2,24,PC17,Enhancement,1.0,1.0
1,26,PC2,Bug,4.0,5.5
1,26,PC2,Bug,8.0,17.0
3,13,PC2,Support,0.33,0.33
1,58,PC9,Enhancement,2.5,1.25
1,43,PC2,Bug,14.0,20.75
1,13,PC2,Bug,0.5,0.33
1,13,PC2,Bug,0.5,2.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,0.5
1,24,PC17,Enhancement,8.0,7.5
1,26,PC2,Support,4.0,4.0
1,26,PC2,Bug,2.0,1.0
1,26,PC2,Bug,4.0,4.0
1,58,PC9,Release,60.0,48.15
1,13,PC2,Bug,1.5,1.5
2,24,PC2,Enhancement,1.0,1.0
1,24,PC17,Enhancement,21.0,16.25
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Support,1.0,0.5
1,26,PC2,Support,0.5,0.5
1,26,PC2,Bug,3.5,2.5
1,13,PC2,Support,1.0,0.75
1,24,PC16,Enhancement,48.0,20.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.5,2.0
1,13,PC2,Bug,0.5,0.75
1,13,PC2,Testing,5.0,6.0
1,13,PC2,Support,0.5,0.5
1,26,PC2,Bug,3.0,3.0
1,13,PC2,Bug,1.0,0.75
1,26,PC2,Bug,1.0,0.5
3,26,PC2,Technical Specification,0.5,0.5
2,26,PC2,Bug,1.5,1.0
1,13,PC2,Bug,2.0,1.0
1,58,PC9,Enhancement,35.0,4.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Release,0.5,0.5
5,65,PC2,Enhancement,20.0,9.5
1,26,PC2,Bug,0.5,0.5
1,26,PC2,Support,2.0,2.0
1,26,PC2,Support,4.0,9.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,2.5,1.5
1,13,PC2,Bug,1.0,2.0
1,43,PC2,Bug,1.5,1.5
1,13,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,1.0
1,13,PC2,Bug,2.0,1.25
2,26,PC2,Bug,4.0,2.5
5,65,PC9,Enhancement,10.0,1.5
1,13,PC2,Enhancement,3.5,4.0
3,13,PC2,Support,0.33,0.33
1,26,PC2,Support,0.5,0.5
1,13,PC2,Bug,2.0,1.5
1,13,PC2,Support,1.5,1.5
5,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,1.0,0.5
1,13,PC2,Bug,2.0,1.0
1,26,PC2,Bug,1.0,0.5
3,13,PC2,Support,0.33,0.33
2,24,PC17,Enhancement,2.0,2.0
1,13,PC2,Bug,2.0,2.0
3,65,PC2,Bug,4.0,4.75
2,24,PC16,Bug,1.0,1.0
1,13,PC2,Enhancement,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,3.0,4.0
2,26,PC2,Bug,1.0,1.0
5,26,PC16,Bug,4.0,3.5
1,13,PC2,Bug,1.0,1.0
3,13,PC2,Bug,7.0,0.5
1,54,PC2,Bug,4.0,8.0
3,13,PC2,Support,0.33,0.33
1,54,PC2,Testing,7.0,2.0
3,26,PC16,Enhancement,1.0,1.0
4,26,PC16,Enhancement,10.5,0.5
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Testing,4.0,4.5
1,24,PC17,Training,1.0,1.0
1,54,PC9,Support,100.0,5.0
3,58,PC9,Enhancement,3.5,2.0
2,58,PC9,Enhancement,42.0,2.5
1,13,PC2,Bug,1.5,0.5
3,13,PC2,Support,0.33,0.33
5,65,PC2,Bug,1.0,1.0
1,24,PC17,Enhancement,48.0,27.5
3,26,PC2,Testing,7.0,7.0
2,58,PC9,Enhancement,70.0,31.25
1,24,PC2,Bug,0.5,0.5
1,24,PC2,Training,0.5,0.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,0.5
1,26,PC2,Bug,3.0,3.0
1,13,PC2,Bug,1.0,0.5
5,65,PC2,Enhancement,7.0,1.5
5,65,PC2,Support,20.0,9.0
1,26,PC2,Enhancement,0.5,0.5
1,26,PC2,Testing,12.0,39.5
1,42,PC2,Bug,5.0,0.75
1,54,PC2,Bug,1.0,0.25
5,65,PC2,Bug,3.0,1.0
3,13,PC2,Support,0.33,0.33
5,65,PC9,Bug,1.0,1.0
1,54,PC2,Bug,1.0,0.25
1,42,PC2,Bug,1.0,0.75
1,42,PC2,Bug,1.0,1.25
1,13,PC2,Bug,2.0,1.5
1,54,PC2,Bug,4.0,1.5
1,54,PC2,Bug,14.0,5.0
2,24,PC17,Support,3.0,3.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,1.0
1,26,PC2,Business Specification,7.0,1.0
1,26,PC2,Bug,2.0,1.5
1,26,PC2,Bug,4.0,3.0
1,26,PC2,Bug,0.5,0.5
3,13,PC2,Support,0.33,0.33
1,58,PC9,Enhancement,7.0,13.25
1,26,PC2,Bug,4.0,4.0
1,26,PC2,Bug,2.0,1.5
1,42,PC2,Bug,3.0,2.5
1,13,PC2,Testing,10.0,7.25
3,13,PC2,Support,0.33,0.33
1,58,PC9,Enhancement,14.0,13.25
3,13,PC2,Support,0.33,0.33
3,26,PC2,Testing,5.0,6.5
1,42,PC2,Support,0.5,0.5
2,65,PC2,Bug,2.5,1.0
1,54,PC2,Bug,4.0,3.5
2,24,PC17,Enhancement,5.5,5.5
1,26,PC2,Bug,1.0,1.0
1,58,PC9,Bug,7.0,9.0
1,13,PC2,Testing,7.0,5.75
3,13,PC2,Support,0.33,0.33
1,54,PC2,Testing,21.0,7.85
1,13,PC2,Support,0.5,0.5
2,26,PC2,Support,3.0,5.0
1,26,PC2,Bug,3.0,2.0
1,54,PC2,Bug,7.0,0.25
1,13,PC2,Testing,3.0,3.0
1,13,PC2,Testing,3.0,3.0
1,13,PC2,Testing,3.0,3.25
3,13,PC2,Support,0.33,0.33
1,26,PC2,Enhancement,7.0,9.0
1,54,PC2,Bug,1.5,1.5
1,54,PC2,Bug,0.75,0.75
1,54,PC2,Bug,0.5,0.5
1,26,PC2,Bug,4.0,4.0
2,26,PC2,Bug,2.0,0.5
5,26,PC2,Bug,1.0,1.0
1,54,PC2,Bug,0.5,0.25
2,24,PC17,Enhancement,7.0,10.0
1,13,PC2,Bug,0.5,0.5
1,54,PC2,Bug,5.0,4.5
1,13,PC2,Bug,5.0,2.5
1,65,PC2,Bug,2.0,1.75
1,54,PC2,Bug,7.0,2.0
1,54,PC2,Bug,1.5,1.5
1,65,PC2,Bug,2.0,1.0
5,65,PC2,Bug,2.5,6.0
1,54,PC2,Bug,14.0,2.75
2,24,PC17,Enhancement,48.0,11.25
1,13,PC2,Testing,3.0,3.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,7.0,7.0
2,13,PC2,Bug,0.5,0.5
5,65,PC2,Bug,1.0,1.0
5,65,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,3.5,4.5
1,54,PC2,Bug,7.0,4.5
1,54,PC2,Bug,49.0,1.9
1,54,PC2,Bug,7.0,3.1
1,26,PC2,Business Specification,7.0,7.0
1,54,PC2,Bug,7.0,2.25
3,42,PC2,Technical Specification,1.0,0.75
1,54,PC2,Bug,7.0,0.5
5,65,PC2,Bug,2.0,1.75
3,13,PC2,Support,0.33,0.33
1,13,PC2,Testing,1.0,1.0
1,13,PC2,Support,0.5,0.5
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Enhancement,3.5,10.5
1,54,PC2,Bug,7.0,2.5
